,customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points
21137,6838,UrbanGrocers,2025-12-29,Bakery,Muffin,3,6.42,19.26,2.63,16.63,197
21139,1359,ValuePlus Market,2025-08-21,Produce,Tomatoes,10,4.3,43.0,1.35,41.65,512
21141,3874,ValuePlus Market,2025-03-21,Bakery,Bread,3,4.42,13.26,1.11,12.15,162
21175,2969,ValuePlus Market,2025-02-17,Bakery,Bread,6,2.58,15.48,1.62,13.86,139
21189,6548,FreshMart,2025-05-19,Bakery,Muffin,2,4.9,9.8,0.67,9.13,122
21194,5313,ValuePlus Market,2025-09-24,Produce,Bananas,4,7.33,29.32,4.13,25.19,295
21197,8497,QuickStop Market,2025-01-11,Health & Wellness,Protein Bar,2,24.57,49.14,3.28,45.86,489
21199,8366,QuickStop Market,2025-06-23,Snacks,Chocolate,2,1.17,2.34,0.32,2.02,23
21211,7052,FreshMart,2025-11-04,Snacks,Cookies,2,2.62,5.24,0.25,4.99,52
21220,1854,FreshMart,2025-01-01,Snacks,Cookies,1,1.78,1.78,0.12,1.66,18
21229,6409,QuickStop Market,2025-10-21,Bakery,Croissant,2,4.51,9.02,1.0,8.02,64
21230,8063,ValuePlus Market,2025-04-21,Dairy,Milk,2,7.93,15.86,0.37,15.49,186
21257,5277,ValuePlus Market,2025-02-04,Produce,Apples,1,6.85,6.85,0.97,5.88,53
21260,3407,QuickStop Market,2025-02-02,Health & Wellness,Orange Juice,2,6.78,13.56,0.42,13.14,159
21265,9887,FreshMart,2025-11-23,Health & Wellness,Vitamins,5,19.6,98.0,13.97,84.03,864
21276,6110,UrbanGrocers,2025-02-18,Bakery,Croissant,2,5.56,11.12,0.42,10.7,107
21280,9917,QuickStop Market,2025-07-02,Dairy,Milk,5,6.6,33.0,3.51,29.49,374
21286,3870,UrbanGrocers,2025-05-01,Bakery,Croissant,5,3.26,16.3,1.25,15.05,179
21298,7541,ValuePlus Market,2025-08-28,Produce,Apples,2,6.77,13.54,1.54,12.0,104
21299,2823,QuickStop Market,2025-07-02,Produce,Bananas,7,10.88,76.16,4.8,71.36,877
21301,5686,UrbanGrocers,2025-12-16,Produce,Bananas,1,9.39,9.39,0.23,9.16,111
21310,4750,QuickStop Market,2025-06-24,Health & Wellness,Protein Bar,3,14.03,42.09,1.38,40.71,513
21312,2280,FreshMart,2025-12-23,Bakery,Cereal,2,3.43,6.86,0.52,6.34,67
21316,4476,UrbanGrocers,2025-08-05,Health & Wellness,Orange Juice,2,23.95,47.9,3.07,44.83,517
21327,3915,QuickStop Market,2025-11-10,Snacks,Chips,1,1.17,1.17,0.14,1.03,13
21330,1800,FreshMart,2025-03-11,Produce,Ground Beef,1,10.01,10.01,0.82,9.19,95
21340,7918,FreshMart,2025-05-21,Snacks,Cookies,1,3.64,3.64,0.18,3.46,34
21365,1082,ValuePlus Market,2025-01-24,Bakery,Muffin,1,2.75,2.75,0.25,2.5,24
21366,9372,UrbanGrocers,2025-12-16,Snacks,Chips,2,1.13,2.26,0.2,2.06,25
21367,1707,QuickStop Market,2025-03-17,Produce,Bananas,7,3.05,21.35,2.98,18.37,186
21369,7874,UrbanGrocers,2025-01-27,Produce,Bananas,1,5.45,5.45,0.5,4.95,60
21371,3744,UrbanGrocers,2025-08-26,Produce,Bananas,4,10.77,43.08,5.18,37.9,461
21384,3730,UrbanGrocers,2025-07-24,Snacks,Chocolate,7,3.79,26.53,1.21,25.32,340
21386,8928,ValuePlus Market,2025-01-04,Health & Wellness,Protein Bar,2,9.42,18.84,2.43,16.41,226
21392,2636,UrbanGrocers,2025-08-30,Health & Wellness,Protein Bar,1,10.44,10.44,1.35,9.09,102
21396,2953,FreshMart,2025-08-02,Bakery,Bread,4,3.04,12.16,1.49,10.67,93
21420,3227,QuickStop Market,2025-12-27,Bakery,Bread,1,3.04,3.04,0.11,2.93,29
21428,8216,ValuePlus Market,2025-09-10,Bakery,Bread,6,2.9,17.4,0.86,16.54,153
21430,8646,ValuePlus Market,2025-01-05,Snacks,Chips,2,4.68,9.36,0.88,8.48,68
21439,1321,ValuePlus Market,2025-08-18,Bakery,Cereal,4,4.66,18.64,1.25,17.39,228
21442,5355,FreshMart,2025-04-09,Health & Wellness,Orange Juice,10,16.54,165.4,8.7,156.7,1563
21443,2959,FreshMart,2025-11-15,Produce,Apples,1,1.83,1.83,0.14,1.69,23
21455,9640,ValuePlus Market,2025-12-16,Bakery,Cereal,4,3.28,13.12,1.47,11.65,94
21468,3067,FreshMart,2025-11-14,Produce,Ground Beef,3,3.36,10.08,0.25,9.83,94
21470,4124,UrbanGrocers,2025-04-10,Bakery,Croissant,1,4.98,4.98,0.21,4.77,66
21475,6842,ValuePlus Market,2025-08-01,Health & Wellness,Vitamins,2,19.62,39.24,1.91,37.33,455
21482,1157,QuickStop Market,2025-09-10,Produce,Tomatoes,6,7.17,43.02,1.69,41.33,510
21486,8945,UrbanGrocers,2025-01-01,Produce,Bananas,1,10.56,10.56,1.48,9.08,122
21492,5719,QuickStop Market,2025-01-20,Snacks,Cookies,3,2.95,8.85,0.56,8.29,115
21496,1984,UrbanGrocers,2025-02-09,Snacks,Chips,2,3.08,6.16,0.74,5.42,73
21498,6156,UrbanGrocers,2025-05-18,Produce,Bananas,2,8.24,16.48,2.21,14.27,160
21500,4481,QuickStop Market,2025-12-23,Bakery,Bread,4,5.37,21.48,3.01,18.47,238
21501,7003,FreshMart,2025-01-05,Bakery,Croissant,2,5.96,11.92,0.96,10.96,143
21506,9356,FreshMart,2025-02-04,Bakery,Croissant,3,2.9,8.7,1.05,7.65,92
21511,7890,FreshMart,2025-02-14,Produce,Ground Beef,7,9.14,63.98,2.09,61.89,814
21514,7434,QuickStop Market,2025-09-16,Bakery,Cereal,3,4.51,13.53,0.36,13.17,179
21515,6279,UrbanGrocers,2025-08-24,Bakery,Cereal,5,3.78,18.9,1.7,17.2,176
21516,6002,FreshMart,2025-08-18,Snacks,Cookies,2,3.72,7.44,0.53,6.91,81
21518,7470,QuickStop Market,2025-01-04,Dairy,Cheese,1,5.74,5.74,0.85,4.89,51
21521,5097,FreshMart,2025-12-19,Snacks,Cookies,5,4.86,24.3,0.51,23.79,224
21536,9099,QuickStop Market,2025-08-13,Dairy,Milk,5,3.72,18.6,0.91,17.69,178
21555,3814,UrbanGrocers,2025-02-12,Dairy,Milk,1,5.8,5.8,0.55,5.25,44
21556,4327,UrbanGrocers,2025-02-06,Produce,Bananas,2,4.23,8.46,0.55,7.91,79
21561,7745,UrbanGrocers,2025-11-12,Dairy,Milk,2,4.19,8.38,1.17,7.21,73
21566,4523,QuickStop Market,2025-08-23,Health & Wellness,Protein Bar,2,8.68,17.36,2.44,14.92,175
21569,8034,QuickStop Market,2025-12-17,Produce,Bananas,2,8.22,16.44,2.44,14.0,184
21572,6420,QuickStop Market,2025-11-13,Bakery,Croissant,2,5.31,10.62,0.65,9.97,130
21579,8164,QuickStop Market,2025-09-07,Snacks,Cookies,1,1.55,1.55,0.17,1.38,14
21583,7866,ValuePlus Market,2025-02-26,Health & Wellness,Vitamins,2,16.61,33.22,3.82,29.4,261
21589,1085,QuickStop Market,2025-11-30,Dairy,Yogurt,2,4.31,8.62,0.56,8.06,71
21594,5420,UrbanGrocers,2025-07-28,Produce,Ground Beef,1,6.26,6.26,0.87,5.39,51
21608,2230,ValuePlus Market,2025-06-29,Produce,Apples,1,5.49,5.49,0.5,4.99,65
21611,5646,QuickStop Market,2025-08-15,Dairy,Milk,2,8.53,17.06,2.56,14.5,116
21621,1233,FreshMart,2025-11-30,Snacks,Chocolate,5,4.53,22.65,3.11,19.54,187
21624,6423,UrbanGrocers,2025-05-09,Health & Wellness,Protein Bar,1,13.91,13.91,1.94,11.97,149
21629,5467,FreshMart,2025-09-02,Dairy,Yogurt,7,8.16,57.12,2.63,54.49,520
21634,8140,UrbanGrocers,2025-06-26,Produce,Apples,9,2.71,24.39,0.71,23.68,280
21644,9564,QuickStop Market,2025-10-26,Produce,Ground Beef,4,7.26,29.04,1.44,27.6,331
21651,2121,FreshMart,2025-12-06,Bakery,Bread,1,5.02,5.02,0.49,4.53,56
21652,3401,UrbanGrocers,2025-03-11,Produce,Bananas,3,5.48,16.44,1.35,15.09,140
21677,4747,QuickStop Market,2025-02-07,Produce,Tomatoes,3,9.77,29.31,2.74,26.57,353
21678,4300,ValuePlus Market,2025-07-30,Bakery,Cereal,1,4.47,4.47,0.11,4.36,55
21683,5257,ValuePlus Market,2025-07-29,Snacks,Chips,4,4.54,18.16,1.93,16.23,141
21684,5324,ValuePlus Market,2025-11-23,Snacks,Cookies,1,4.24,4.24,0.52,3.72,30
21702,3143,QuickStop Market,2025-10-10,Health & Wellness,Vitamins,1,18.92,18.92,1.6,17.32,156
21709,8223,ValuePlus Market,2025-09-11,Bakery,Bread,3,3.71,11.13,1.57,9.56,99
21710,5009,ValuePlus Market,2025-05-01,Bakery,Bread,3,5.0,15.0,0.83,14.17,158
21714,5733,FreshMart,2025-09-18,Produce,Bananas,1,10.92,10.92,1.56,9.36,82
21716,3459,UrbanGrocers,2025-05-14,Produce,Tomatoes,3,3.98,11.94,1.67,10.27,117
21718,2668,ValuePlus Market,2025-07-08,Bakery,Bread,5,2.34,11.7,0.25,11.45,96
21719,3315,FreshMart,2025-03-16,Produce,Ground Beef,4,9.16,36.64,3.19,33.45,374
21727,2152,QuickStop Market,2025-01-11,Produce,Apples,1,3.64,3.64,0.1,3.54,49
21729,5031,QuickStop Market,2025-07-08,Bakery,Croissant,6,5.86,35.16,4.67,30.49,378
21734,4708,ValuePlus Market,2025-07-02,Produce,Bananas,8,7.54,60.32,7.39,52.93,450
21742,2843,UrbanGrocers,2025-08-12,Dairy,Milk,3,8.31,24.93,3.08,21.85,297
21752,1774,UrbanGrocers,2025-05-23,Produce,Ground Beef,2,9.68,19.36,2.2,17.16,195
21757,9027,UrbanGrocers,2025-01-01,Produce,Apples,1,2.64,2.64,0.37,2.27,21
21762,6964,UrbanGrocers,2025-10-10,Produce,Apples,4,10.07,40.28,2.59,37.69,481
21770,5634,QuickStop Market,2025-06-22,Bakery,Croissant,2,3.41,6.82,0.36,6.46,63
21792,6737,ValuePlus Market,2025-07-20,Dairy,Cheese,6,3.42,20.52,0.46,20.06,211
21803,6463,ValuePlus Market,2025-11-15,Dairy,Cheese,5,1.14,5.7,0.12,5.58,57
21819,2124,QuickStop Market,2025-03-29,Health & Wellness,Orange Juice,6,22.26,133.56,18.02,115.54,1610
21821,5626,UrbanGrocers,2025-09-01,Bakery,Croissant,1,3.74,3.74,0.55,3.19,42
21823,3553,QuickStop Market,2025-06-07,Produce,Ground Beef,6,10.25,61.5,1.42,60.08,559
21826,1139,UrbanGrocers,2025-08-28,Health & Wellness,Vitamins,3,24.33,72.99,5.3,67.69,923
21829,4427,ValuePlus Market,2025-04-14,Snacks,Chocolate,3,3.13,9.39,1.15,8.24,104
21842,2124,UrbanGrocers,2025-12-27,Health & Wellness,Vitamins,5,18.62,93.1,11.71,81.39,911
21845,9876,ValuePlus Market,2025-08-24,Health & Wellness,Orange Juice,6,9.33,55.98,4.1,51.88,498
21855,4789,FreshMart,2025-02-21,Health & Wellness,Vitamins,3,13.7,41.1,2.88,38.22,460
21861,6037,FreshMart,2025-02-28,Produce,Apples,4,1.3,5.2,0.42,4.78,62
21869,6697,QuickStop Market,2025-07-13,Bakery,Muffin,1,3.22,3.22,0.17,3.05,35
21871,1330,QuickStop Market,2025-07-07,Snacks,Chips,4,1.56,6.24,0.39,5.85,70
21872,6978,ValuePlus Market,2025-06-19,Dairy,Yogurt,7,5.84,40.88,2.75,38.13,376
21882,7592,QuickStop Market,2025-12-12,Snacks,Chips,2,1.15,2.3,0.24,2.06,18
21883,7641,FreshMart,2025-04-22,Produce,Tomatoes,1,1.26,1.26,0.12,1.14,12
21889,5126,QuickStop Market,2025-12-16,Snacks,Cookies,1,3.31,3.31,0.36,2.95,35
21900,6944,QuickStop Market,2025-05-22,Dairy,Milk,3,7.2,21.6,1.25,20.35,192
21902,1085,ValuePlus Market,2025-08-22,Produce,Apples,4,7.19,28.76,2.4,26.36,324
21903,7292,UrbanGrocers,2025-10-26,Dairy,Yogurt,1,7.97,7.97,0.56,7.41,73
21904,3712,ValuePlus Market,2025-09-09,Bakery,Bread,2,3.39,6.78,0.37,6.41,54
21906,4539,QuickStop Market,2025-11-02,Snacks,Chips,5,5.35,26.75,1.71,25.04,265
21914,7475,FreshMart,2025-08-25,Bakery,Muffin,10,4.74,47.4,6.57,40.83,426
21919,5261,QuickStop Market,2025-08-09,Dairy,Milk,1,6.18,6.18,0.16,6.02,78
21922,3905,UrbanGrocers,2025-12-29,Dairy,Cheese,3,2.58,7.74,0.67,7.07,86
21923,3180,QuickStop Market,2025-11-14,Health & Wellness,Vitamins,2,14.55,29.1,1.2,27.9,326
21929,2470,QuickStop Market,2025-09-16,Produce,Bananas,1,8.48,8.48,0.6,7.88,92
21931,7269,ValuePlus Market,2025-12-01,Health & Wellness,Orange Juice,1,23.21,23.21,1.45,21.76,268
21941,6418,QuickStop Market,2025-03-28,Produce,Bananas,2,9.62,19.24,1.12,18.12,148
21966,5540,ValuePlus Market,2025-05-15,Bakery,Croissant,1,4.03,4.03,0.28,3.75,48
21975,9029,QuickStop Market,2025-12-13,Snacks,Chips,2,1.54,3.08,0.4,2.68,32
21977,6910,ValuePlus Market,2025-01-16,Dairy,Milk,2,1.13,2.26,0.3,1.96,17
21989,2627,UrbanGrocers,2025-06-02,Health & Wellness,Vitamins,3,10.7,32.1,1.34,30.76,385
21997,8721,QuickStop Market,2025-07-20,Snacks,Chips,5,2.43,12.15,0.69,11.46,141
21998,8522,QuickStop Market,2025-05-29,Snacks,Chocolate,2,1.71,3.42,0.31,3.11,37
22000,9613,UrbanGrocers,2025-03-15,Dairy,Yogurt,1,3.27,3.27,0.39,2.88,24
22001,8899,UrbanGrocers,2025-04-09,Health & Wellness,Orange Juice,9,19.34,174.06,21.75,152.31,1752
22002,6438,UrbanGrocers,2025-07-20,Health & Wellness,Protein Bar,5,15.05,75.25,7.15,68.1,815
22006,5282,FreshMart,2025-02-18,Bakery,Cereal,4,5.27,21.08,0.48,20.6,227
22007,7301,ValuePlus Market,2025-04-14,Bakery,Bread,4,3.15,12.6,1.26,11.34,153
22008,6700,FreshMart,2025-08-15,Produce,Bananas,4,6.52,26.08,1.57,24.51,289
22015,7603,ValuePlus Market,2025-09-14,Bakery,Muffin,1,3.23,3.23,0.37,2.86,26
22016,8466,QuickStop Market,2025-04-29,Bakery,Bread,1,2.57,2.57,0.38,2.19,18
22018,7981,UrbanGrocers,2025-05-21,Snacks,Chocolate,1,1.47,1.47,0.11,1.36,11
22021,3188,ValuePlus Market,2025-06-08,Bakery,Cereal,12,5.24,62.88,1.77,61.11,754
22024,3002,QuickStop Market,2025-06-08,Produce,Bananas,2,3.83,7.66,0.66,7.0,63
22025,1770,QuickStop Market,2025-03-11,Bakery,Croissant,4,5.03,20.12,0.52,19.6,268
22035,1056,QuickStop Market,2025-05-17,Bakery,Cereal,2,4.96,9.92,0.39,9.53,96
22036,9164,ValuePlus Market,2025-09-20,Health & Wellness,Orange Juice,11,8.5,93.5,2.88,90.62,1179
22044,7598,FreshMart,2025-09-08,Bakery,Muffin,1,5.05,5.05,0.49,4.56,39
22048,5585,UrbanGrocers,2025-01-12,Health & Wellness,Protein Bar,1,19.69,19.69,2.39,17.3,196
22054,9508,UrbanGrocers,2025-09-25,Snacks,Chocolate,4,1.23,4.92,0.57,4.35,58
22061,7688,ValuePlus Market,2025-01-03,Produce,Apples,6,5.58,33.48,3.25,30.23,248
22079,6318,ValuePlus Market,2025-03-06,Bakery,Muffin,2,5.34,10.68,0.43,10.25,86
22083,5398,UrbanGrocers,2025-04-18,Dairy,Yogurt,1,5.43,5.43,0.33,5.1,55
22085,9508,UrbanGrocers,2025-07-09,Snacks,Chips,5,2.57,12.85,0.35,12.5,172
22092,6111,ValuePlus Market,2025-04-18,Health & Wellness,Vitamins,4,21.62,86.48,3.66,82.82,933
22101,6672,QuickStop Market,2025-09-20,Health & Wellness,Vitamins,1,18.33,18.33,1.36,16.97,209
22115,5485,ValuePlus Market,2025-03-12,Snacks,Chocolate,4,1.93,7.72,0.32,7.4,95
22117,7764,ValuePlus Market,2025-03-15,Snacks,Chocolate,10,4.25,42.5,5.46,37.04,436
22125,6705,UrbanGrocers,2025-02-17,Dairy,Cheese,1,3.77,3.77,0.34,3.43,41
22132,6540,ValuePlus Market,2025-06-13,Produce,Apples,2,6.32,12.64,1.22,11.42,104
22138,2751,FreshMart,2025-06-19,Health & Wellness,Vitamins,2,14.34,28.68,1.85,26.83,338
22139,4405,FreshMart,2025-02-06,Health & Wellness,Orange Juice,5,10.98,54.9,5.19,49.71,435
22140,6376,ValuePlus Market,2025-02-15,Health & Wellness,Protein Bar,1,18.92,18.92,2.44,16.48,221
22142,8060,QuickStop Market,2025-09-26,Snacks,Chocolate,4,2.46,9.84,0.96,8.88,73
22143,9004,QuickStop Market,2025-06-14,Bakery,Cereal,1,6.37,6.37,0.14,6.23,57
22146,6509,FreshMart,2025-05-13,Produce,Tomatoes,3,9.84,29.52,4.33,25.19,221
22153,5544,ValuePlus Market,2025-11-14,Produce,Bananas,1,10.46,10.46,0.83,9.63,103
22157,2227,UrbanGrocers,2025-11-27,Snacks,Chips,1,1.59,1.59,0.09,1.5,12
22160,7258,QuickStop Market,2025-01-10,Snacks,Chocolate,2,1.92,3.84,0.18,3.66,50
22192,6610,ValuePlus Market,2025-02-20,Produce,Bananas,1,8.62,8.62,1.15,7.47,62
22199,7921,UrbanGrocers,2025-04-19,Health & Wellness,Vitamins,2,16.99,33.98,1.05,32.93,354
22200,7876,FreshMart,2025-08-29,Snacks,Cookies,3,2.74,8.22,0.58,7.64,99
22206,9058,QuickStop Market,2025-07-09,Dairy,Milk,3,1.87,5.61,0.2,5.41,47
22217,3415,QuickStop Market,2025-07-16,Health & Wellness,Orange Juice,4,25.86,103.44,2.99,100.45,1138
22219,3046,UrbanGrocers,2025-11-29,Health & Wellness,Orange Juice,1,15.03,15.03,0.8,14.23,127
22225,3706,ValuePlus Market,2025-10-22,Snacks,Chocolate,2,4.98,9.96,0.21,9.75,123
22233,2128,FreshMart,2025-07-17,Produce,Bananas,9,1.21,10.89,0.24,10.65,117
22236,6649,QuickStop Market,2025-11-07,Health & Wellness,Protein Bar,3,21.42,64.26,2.18,62.08,562
22237,3647,ValuePlus Market,2025-05-05,Snacks,Chips,7,1.21,8.47,0.61,7.86,72
22239,5451,ValuePlus Market,2025-05-29,Produce,Apples,5,7.03,35.15,3.45,31.7,332
22242,6131,ValuePlus Market,2025-04-13,Produce,Tomatoes,1,5.31,5.31,0.19,5.12,52
22256,9915,FreshMart,2025-08-23,Bakery,Bread,2,6.02,12.04,1.72,10.32,107
22267,4295,FreshMart,2025-08-22,Health & Wellness,Orange Juice,9,25.83,232.47,19.46,213.01,1748
22268,1988,QuickStop Market,2025-02-09,Dairy,Milk,2,2.29,4.58,0.44,4.14,57
22270,7490,FreshMart,2025-04-11,Snacks,Chips,1,5.02,5.02,0.15,4.87,51
22273,6901,QuickStop Market,2025-09-07,Health & Wellness,Protein Bar,1,6.97,6.97,0.49,6.48,66
22286,5625,QuickStop Market,2025-11-15,Bakery,Cereal,4,4.16,16.64,1.71,14.93,142
22287,8532,FreshMart,2025-10-06,Produce,Bananas,3,7.76,23.28,1.81,21.47,203
22289,4593,ValuePlus Market,2025-02-27,Health & Wellness,Protein Bar,1,12.53,12.53,0.94,11.59,105
22290,9535,QuickStop Market,2025-07-21,Produce,Apples,2,8.09,16.18,1.24,14.94,140
22293,4313,FreshMart,2025-08-04,Dairy,Milk,6,7.74,46.44,6.17,40.27,551
22296,4116,ValuePlus Market,2025-10-29,Health & Wellness,Orange Juice,1,12.25,12.25,0.89,11.36,96
22298,9989,QuickStop Market,2025-02-23,Health & Wellness,Vitamins,1,24.52,24.52,2.43,22.09,295
22308,7258,QuickStop Market,2025-12-19,Snacks,Chips,2,4.11,8.22,0.78,7.44,76
22315,3687,ValuePlus Market,2025-08-22,Dairy,Cheese,6,1.82,10.92,1.33,9.59,80
22336,1269,ValuePlus Market,2025-03-23,Health & Wellness,Orange Juice,2,19.6,39.2,4.19,35.01,342
22339,3591,ValuePlus Market,2025-02-20,Bakery,Bread,2,2.87,5.74,0.64,5.1,46
22347,9772,ValuePlus Market,2025-05-07,Dairy,Cheese,1,3.72,3.72,0.5,3.22,27
22352,2869,UrbanGrocers,2025-07-09,Bakery,Bread,4,5.02,20.08,1.01,19.07,238
22354,9167,FreshMart,2025-12-05,Snacks,Chips,1,1.9,1.9,0.18,1.72,17
22355,7520,QuickStop Market,2025-07-09,Produce,Bananas,3,3.7,11.1,0.84,10.26,143
22356,9172,QuickStop Market,2025-09-14,Produce,Bananas,2,1.95,3.9,0.45,3.45,39
22357,6154,ValuePlus Market,2025-11-24,Bakery,Muffin,2,6.2,12.4,0.48,11.92,130
22368,8363,UrbanGrocers,2025-10-29,Produce,Bananas,2,2.26,4.52,0.36,4.16,44
22380,9113,ValuePlus Market,2025-09-01,Dairy,Milk,1,5.28,5.28,0.18,5.1,48
22385,1932,ValuePlus Market,2025-07-30,Health & Wellness,Orange Juice,1,27.04,27.04,3.19,23.85,279
22386,4738,FreshMart,2025-05-12,Dairy,Milk,9,6.93,62.37,2.23,60.14,838
22387,4176,FreshMart,2025-02-06,Health & Wellness,Protein Bar,3,12.09,36.27,4.58,31.69,262
22396,5036,QuickStop Market,2025-04-10,Snacks,Chips,3,4.46,13.38,1.27,12.11,146
22399,4499,QuickStop Market,2025-03-09,Health & Wellness,Protein Bar,1,18.59,18.59,1.81,16.78,219
22400,6884,FreshMart,2025-08-19,Health & Wellness,Protein Bar,3,11.99,35.97,3.16,32.81,283
22420,2175,UrbanGrocers,2025-08-09,Health & Wellness,Protein Bar,5,21.52,107.6,14.09,93.51,764
22426,8816,ValuePlus Market,2025-12-14,Snacks,Chips,1,3.61,3.61,0.39,3.22,37
22427,5808,UrbanGrocers,2025-05-30,Produce,Ground Beef,7,9.33,65.31,4.41,60.9,741
22428,6776,UrbanGrocers,2025-02-10,Snacks,Cookies,2,5.18,10.36,1.04,9.32,107
22449,4178,FreshMart,2025-01-25,Produce,Ground Beef,2,6.1,12.2,0.63,11.57,124
22464,6048,UrbanGrocers,2025-08-15,Health & Wellness,Protein Bar,1,14.93,14.93,0.43,14.5,196
22466,5836,QuickStop Market,2025-04-12,Dairy,Milk,5,8.56,42.8,3.75,39.05,380
22477,3322,FreshMart,2025-01-14,Health & Wellness,Orange Juice,6,21.08,126.48,14.66,111.82,1532
22485,8062,FreshMart,2025-02-03,Snacks,Cookies,1,1.47,1.47,0.17,1.3,10
22488,1454,QuickStop Market,2025-09-16,Health & Wellness,Protein Bar,2,13.35,26.7,2.8,23.9,285
22490,2197,QuickStop Market,2025-07-11,Bakery,Bread,5,2.24,11.2,1.63,9.57,98
22500,2679,QuickStop Market,2025-09-19,Bakery,Cereal,6,6.19,37.14,2.57,34.57,324
22504,5298,UrbanGrocers,2025-12-04,Produce,Tomatoes,1,3.44,3.44,0.09,3.35,32
22505,5523,UrbanGrocers,2025-10-05,Snacks,Chocolate,4,1.91,7.64,0.25,7.39,73
22506,2987,ValuePlus Market,2025-05-18,Dairy,Yogurt,4,4.74,18.96,1.2,17.76,236
22508,1512,UrbanGrocers,2025-01-15,Snacks,Cookies,2,1.74,3.48,0.18,3.3,30
22514,3405,QuickStop Market,2025-04-28,Produce,Bananas,3,8.24,24.72,1.19,23.53,190
22515,7809,FreshMart,2025-08-16,Dairy,Yogurt,11,8.48,93.28,5.75,87.53,825
22516,5526,UrbanGrocers,2025-03-28,Snacks,Chocolate,1,4.12,4.12,0.49,3.63,38
22523,5910,QuickStop Market,2025-06-21,Produce,Apples,4,10.11,40.44,4.04,36.4,394
22530,5097,FreshMart,2025-08-10,Snacks,Chips,1,3.58,3.58,0.42,3.16,28
22536,3409,FreshMart,2025-06-27,Health & Wellness,Protein Bar,1,15.09,15.09,0.33,14.76,147
22537,4952,ValuePlus Market,2025-03-03,Snacks,Chocolate,2,1.11,2.22,0.27,1.95,26
22546,9850,QuickStop Market,2025-08-26,Health & Wellness,Vitamins,1,23.81,23.81,2.3,21.51,232
22563,2492,FreshMart,2025-12-11,Dairy,Milk,9,1.41,12.69,1.68,11.01,151
22566,4228,ValuePlus Market,2025-04-20,Snacks,Chips,2,2.74,5.48,0.13,5.35,73
22567,8722,QuickStop Market,2025-01-29,Bakery,Croissant,1,6.17,6.17,0.28,5.89,52
22573,1957,ValuePlus Market,2025-04-02,Produce,Apples,4,3.92,15.68,2.32,13.36,138
22574,5471,QuickStop Market,2025-10-27,Produce,Tomatoes,3,4.29,12.87,1.01,11.86,140
22580,8848,QuickStop Market,2025-09-02,Health & Wellness,Protein Bar,3,16.99,50.97,7.19,43.78,478
22586,7191,ValuePlus Market,2025-07-31,Bakery,Bread,1,4.14,4.14,0.3,3.84,47
22589,7969,QuickStop Market,2025-10-13,Health & Wellness,Vitamins,3,21.16,63.48,2.11,61.37,698
22595,9663,QuickStop Market,2025-02-24,Dairy,Milk,2,4.22,8.44,1.03,7.41,83
22601,7472,QuickStop Market,2025-04-04,Health & Wellness,Protein Bar,2,19.79,39.58,4.58,35.0,339
22602,7608,UrbanGrocers,2025-05-03,Bakery,Muffin,5,5.08,25.4,1.97,23.43,235
22613,8245,UrbanGrocers,2025-06-10,Bakery,Croissant,6,4.01,24.06,2.8,21.26,181
22614,3098,UrbanGrocers,2025-06-17,Produce,Apples,1,5.56,5.56,0.14,5.42,56
22627,3901,ValuePlus Market,2025-11-13,Snacks,Chocolate,4,4.02,16.08,2.31,13.77,185
22630,3452,QuickStop Market,2025-08-01,Bakery,Cereal,1,4.64,4.64,0.41,4.23,41
22635,5732,FreshMart,2025-06-30,Bakery,Croissant,2,6.51,13.02,0.3,12.72,166
22645,7989,UrbanGrocers,2025-05-15,Bakery,Croissant,10,3.39,33.9,3.48,30.42,271
22652,3710,FreshMart,2025-02-10,Produce,Ground Beef,10,5.69,56.9,4.24,52.66,638
22653,6206,UrbanGrocers,2025-09-27,Health & Wellness,Vitamins,1,13.28,13.28,1.19,12.09,131
22657,4943,ValuePlus Market,2025-03-05,Bakery,Croissant,8,4.89,39.12,1.89,37.23,367
22667,2111,QuickStop Market,2025-03-05,Snacks,Chocolate,6,2.53,15.18,2.2,12.98,157
22668,6551,QuickStop Market,2025-07-01,Health & Wellness,Protein Bar,6,10.1,60.6,5.09,55.51,632
22669,1315,FreshMart,2025-06-06,Produce,Tomatoes,1,5.99,5.99,0.79,5.2,43
22671,2772,UrbanGrocers,2025-05-15,Produce,Apples,3,6.46,19.38,0.65,18.73,173
22675,8280,FreshMart,2025-09-05,Bakery,Croissant,2,5.14,10.28,0.98,9.3,114
22677,2573,UrbanGrocers,2025-08-03,Health & Wellness,Vitamins,10,7.41,74.1,7.86,66.24,894
22682,5518,ValuePlus Market,2025-04-14,Bakery,Cereal,3,3.25,9.75,0.66,9.09,74
22685,4491,QuickStop Market,2025-07-16,Dairy,Milk,5,8.67,43.35,2.63,40.72,563
22691,2843,QuickStop Market,2025-01-14,Snacks,Chocolate,2,3.29,6.58,0.21,6.37,80
22692,5256,UrbanGrocers,2025-01-03,Snacks,Chocolate,1,3.98,3.98,0.31,3.67,47
22698,8636,UrbanGrocers,2025-01-21,Health & Wellness,Protein Bar,1,25.54,25.54,3.36,22.18,297
22701,1352,QuickStop Market,2025-01-31,Health & Wellness,Protein Bar,3,13.18,39.54,2.45,37.09,381
